41752,5202	74
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	71
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	98
5202,41752	66
41752,5202	69
5202,41752	66
41752,5202	76
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	76
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	68
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	68
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	75
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	75
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	71
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	71
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	71
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	69
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	71
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	71
5202,41752	66
41752,5202	75
5202,41752	66
41752,5202	934
5202,41752	66
41752,5202	69
5202,41752	66
41752,5202	67
5202,41752	66
41752,5202	113
5202,41752	66
41752,5202	81
5202,41752	66
41752,5202	76
5202,41752	66
41752,5202	76
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	76
5202,41752	66
41752,5202	69
5202,41752	66
41752,5202	97
5202,41752	66
41752,5202	93
5202,41752	66
41752,5202	84
5202,41752	66
41752,5202	81
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	75
5202,41752	66
41752,5202	71
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	83
5202,41752	66
41752,5202	83
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	83
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	85
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	83
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	81
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	81
5202,41752	66
41752,5202	69
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	76
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	83
5202,41752	66
41752,5202	84
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	75
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	76
5202,41752	66
41752,5202	75
5202,41752	66
41752,5202	71
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	76
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	67
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	81
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	76
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	75
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	76
5202,41752	66
41752,5202	76
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	75
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	75
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	76
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	76
5202,41752	66
41752,5202	71
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	76
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	76
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	76
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	76
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	76
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	76
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	83
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	76
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	71
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	76
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	75
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	75
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	89
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	75
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	69
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	81
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	81
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	84
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	81
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	84
5202,41752	66
41752,5202	71
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	84
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	82
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	84
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	75
5202,41752	66
41752,5202	91
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	83
5202,41752	66
41752,5202	81
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	553
5202,41752	66
41752,5202	91
5202,41752	66
41752,5202	75
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	75
5202,41752	66
41752,5202	77
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	71
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	70
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	74
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	73
5202,41752	66
41752,5202	72
5202,41752	66
41752,5202	80
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	76
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	78
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
5202,41752	66
41752,5202	79
